x,y
3129.558471550303,50.00000013042183
2669.951909204301,3949.324045714572
50.0,50.0000000831942
3545.501526298346,50.0
2425.733636405916,3354.917007191185
3481.580375157046,3949.884130433648
3949.9997193054132,50.0
3950.0,501.30304407872046
3948.389368137165,947.3905443001546
3949.3832302074798,1365.67241275183
3950.0,1806.4026959521768
3949.9841013546425,2219.702351425213
3950.0,2647.613561956672
3949.999995352513,3060.674000205561
3075.3092334935054,3949.550462900979
3339.2283124124383,3163.6996476443956
1790.937509046479,3948.3270798320586
2431.847222155126,2424.7205273182417
50.93827408446576,516.3607901757143
50.0,947.1524060111552
50.000021820486324,1350.863371205048
50.00286990184931,1783.3316396485407
56.378503408803894,2242.8244890090755
53.958542975774535,2664.716859286358
50.00001216792613,3112.177113662248
50.000028083545246,3547.617794360943
50.0,3949.994468052477
452.62716080007925,50.000036018647954
499.7290872394983,3949.9944788601415
864.7669876008093,50.00000664001168
946.6448248570649,3949.9867395795977
1337.300255066318,50.00001284390172
2428.641180085041,2892.534468298314
839.5579221629636,654.3007552358517
1571.6712276329094,1577.9681678154775
1486.375534521007,2029.3856865766734
1355.6795595997812,2631.6527869391643
669.4330652080239,2879.9865772281873
1364.9411890544964,3949.994474712022
1777.4622604676028,50.00000124760589
3949.998349312633,3518.9772120098733
2199.456430975444,50.0
2214.7207955772437,3949.994521711869
2651.5602481180617,50.0
3119.726769304611,855.9107960808278
1667.3111078420734,667.6721061154582
2425.6777326972106,1135.7529981313867
2423.0022490204087,1572.275107543016
1125.7447818789265,1583.3314105899865
3950.0,3950.0
404.5454545454545,719.6969696969696
404.5454545454545,1153.030303030303
404.5454545454545,1586.3636363636363
404.5454545454545,2019.6969696969695
404.5454545454545,2453.030303030303
404.5454545454545,3319.6969696969695
719.6969696969696,3595.454545454545
759.090909090909,1350.0
759.090909090909,1783.3333333333333
759.090909090909,2216.6666666666665
916.6666666666666,3201.515151515151
956.060606060606,2571.212121212121
1034.8484848484848,1034.8484848484848
1153.030303030303,3556.060606060606
1192.4242424242423,443.9393939393939
1310.6060606060605,3043.9393939393935
1428.7878787878788,1113.6363636363635
1546.9696969696968,3398.484848484848
1704.5454545454545,2374.242424242424
1704.5454545454545,2846.9696969696965
1822.7272727272725,1192.4242424242423
1862.121212121212,1862.121212121212
1901.5151515151513,3201.515151515151
1980.3030303030303,404.5454545454545
1980.3030303030303,3595.454545454545
2059.090909090909,798.4848484848484
2059.090909090909,2571.212121212121
2216.6666666666665,2059.090909090909
2374.242424242424,483.3333333333333
2610.6060606060605,1940.9090909090908
2650.0,798.4848484848484
2768.181818181818,1350.0
2768.181818181818,2650.0
2768.181818181818,3122.7272727272725
2807.5757575757575,3556.060606060606
2846.9696969696965,404.5454545454545
2886.363636363636,2256.060606060606
2965.151515151515,1704.5454545454545
3162.121212121212,1271.212121212121
3162.121212121212,2571.212121212121
3240.9090909090905,2019.6969696969695
3240.9090909090905,3556.060606060606
3280.30303030303,443.9393939393939
3359.090909090909,1625.7575757575755
3516.6666666666665,798.4848484848484
3516.6666666666665,2334.8484848484845
3516.6666666666665,2768.181818181818
